id	date	value
4n23w	2007-10-31	28.49
4n23w	2007-11-01	28.38
4n23w	2007-11-02	28.34
4n23w	2007-11-03	28.4
4n23w	2007-11-04	28.35
4n23w	2007-11-05	28.38
4n23w	2007-11-06	28.37
4n23w	2007-11-07	28.43
4n23w	2007-11-08	28.44
4n23w	2007-11-09	28.52
4n23w	2007-11-10	28.37
4n23w	2007-11-11	28.22
4n23w	2007-11-12	28.21
4n23w	2007-11-13	28.27
4n23w	2007-11-14	28.34
4n23w	2007-11-15	28.52
4n23w	2007-11-16	28.65
4n23w	2007-11-17	28.61
4n23w	2007-11-18	28.74
4n23w	2007-11-19	28.64
4n23w	2007-11-20	28.55
4n23w	2007-11-21	28.59
4n23w	2007-11-22	28.71
4n23w	2007-11-23	28.58
4n23w	2007-11-24	28.49
4n23w	2007-11-25	28.32
4n23w	2007-11-26	28.36
4n23w	2007-11-27	28.2
4n23w	2007-11-28	28.02
4n23w	2007-11-29	27.69
4n23w	2007-11-30	27.92
4n23w	2007-12-01	27.8
4n23w	2007-12-02	27.95
4n23w	2007-12-03	28.18
4n23w	2007-12-04	28.24
4n23w	2007-12-05	27.99
4n23w	2007-12-06	27.97
4n23w	2007-12-07	27.8
4n23w	2007-12-08	28.04
4n23w	2007-12-09	28.03
4n23w	2007-12-10	28.00
4n23w	2007-12-11	28.1
4n23w	2007-12-12	27.84
4n23w	2007-12-13	27.73
4n23w	2007-12-14	27.53
4n23w	2007-12-15	27.49
4n23w	2007-12-16	27.71
4n23w	2007-12-17	27.69
4n23w	2007-12-18	27.79
4n23w	2007-12-19	27.63
4n23w	2007-12-20	27.67
4n23w	2007-12-21	27.64
4n23w	2007-12-22	27.62
4n23w	2007-12-23	27.86
4n23w	2007-12-24	27.82
4n23w	2007-12-25	27.83
4n23w	2007-12-26	28.06
4n23w	2007-12-27	27.79
4n23w	2007-12-28	27.84
4n23w	2007-12-29	27.84
4n23w	2007-12-30	28.1
4n23w	2007-12-31	27.99
4n23w	2008-01-01	27.81
4n23w	2008-01-02	27.67
4n23w	2008-01-03	27.61
4n23w	2008-01-04	27.61
4n23w	2008-01-05	27.64
4n23w	2008-01-06	27.59
4n23w	2008-01-07	27.65
4n23w	2008-01-08	27.86
4n23w	2008-01-09	27.72
4n23w	2008-01-10	27.72
4n23w	2008-01-11	27.58
4n23w	2008-01-12	27.61
4n23w	2008-01-13	27.66
4n23w	2008-01-14	27.57
4n23w	2008-01-15	27.4
4n23w	2008-01-16	27.36
4n23w	2008-01-17	27.26
4n23w	2008-01-18	27.53
4n23w	2008-01-19	27.9
4n23w	2008-01-20	27.52
4n23w	2008-01-21	27.66
4n23w	2008-01-22	27.54
4n23w	2008-01-23	27.79
4n23w	2008-01-24	27.98
4n23w	2008-01-25	27.61
4n23w	2008-01-26	27.77
4n23w	2008-01-27	27.83
4n23w	2008-01-28	27.93
4n23w	2008-01-29	27.83
4n23w	2008-01-30	27.94
4n23w	2008-01-31	27.85
4n23w	2008-02-01	27.81
4n23w	2008-02-02	27.89
4n23w	2008-02-03	27.94
4n23w	2008-02-04	28.13
4n23w	2008-02-05	28.25
4n23w	2008-02-06	27.96
4n23w	2008-02-07	27.47
4n23w	2008-02-08	27.75
4n23w	2008-02-09	27.82
4n23w	2008-02-10	27.74
4n23w	2008-02-11	27.7
4n23w	2008-02-12	27.72
4n23w	2008-02-13	27.75
4n23w	2008-02-14	27.77
4n23w	2008-02-15	28.06
4n23w	2008-02-16	27.94
4n23w	2008-02-17	27.82
4n23w	2008-02-18	27.68
4n23w	2008-02-19	27.92
4n23w	2008-02-20	28.08
4n23w	2008-02-21	28.06
4n23w	2008-02-22	27.92
4n23w	2008-02-23	27.99
4n23w	2008-02-24	27.82
4n23w	2008-02-25	27.81
4n23w	2008-02-26	27.86
4n23w	2008-02-27	27.99
4n23w	2008-02-28	27.98
4n23w	2008-02-29	28.05
4n23w	2008-03-01	28.45
4n23w	2008-03-02	28.54
4n23w	2008-03-03	28.76
4n23w	2008-03-04	28.56
4n23w	2008-03-05	28.5
4n23w	2008-03-06	28.3
4n23w	2008-03-07	28.47
4n23w	2008-03-08	28.47
4n23w	2008-03-09	28.53
4n23w	2008-03-10	28.54
4n23w	2008-03-11	28.54
4n23w	2008-03-12	28.46
4n23w	2008-03-13	28.43
4n23w	2008-03-14	28.23
4n23w	2008-03-15	28.36
4n23w	2008-03-16	28.26
4n23w	2008-03-17	28.28
4n23w	2008-03-18	28.17
4n23w	2008-03-19	28.46
4n23w	2008-03-20	28.59
4n23w	2008-03-21	28.56
4n23w	2008-03-22	28.53
4n23w	2008-03-23	28.63
4n23w	2008-03-24	28.62
4n23w	2008-03-25	28.58
4n23w	2008-03-26	28.55
4n23w	2008-03-27	28.53
4n23w	2008-03-28	28.55
4n23w	2008-03-29	28.56
4n23w	2008-03-30	28.7
4n23w	2008-03-31	28.72
4n23w	2008-04-01	28.64
4n23w	2008-04-02	28.86
4n23w	2008-04-03	28.78
4n23w	2008-04-04	28.64
4n23w	2008-04-05	28.66
4n23w	2008-04-06	28.4
4n23w	2008-04-07	28.62
4n23w	2008-04-08	28.53
4n23w	2008-04-09	28.54
4n23w	2008-04-10	28.51
4n23w	2008-04-11	28.62
4n23w	2008-04-12	28.68
4n23w	2008-04-13	28.7
4n23w	2008-04-14	28.58
4n23w	2008-04-15	28.66
4n23w	2008-04-16	28.45
4n23w	2008-04-17	28.96
4n23w	2008-04-18	28.83
4n23w	2008-04-19	28.5
4n23w	2008-04-20	28.5
4n23w	2008-04-21	28.5
4n23w	2008-04-22	28.52
4n23w	2008-04-23	28.56
4n23w	2008-04-24	28.69
4n23w	2008-04-25	28.67
4n23w	2008-04-26	28.76
4n23w	2008-04-27	28.93
4n23w	2008-04-28	29.17
4n23w	2008-04-29	29.14
4n23w	2008-04-30	29.29
4n23w	2008-05-01	28.96
4n23w	2008-05-02	29.2
4n23w	2008-05-03	29.01
4n23w	2008-05-04	29.29
4n23w	2008-05-05	29.43
4n23w	2008-05-06	29.19
4n23w	2008-05-07	29.09
4n23w	2008-05-08	28.81
4n23w	2008-05-09	29.21
4n23w	2008-05-10	29.3
4n23w	2008-05-11	29.3
4n23w	2008-05-12	29.24
4n23w	2008-05-13	29.25
4n23w	2008-05-14	28.97
4n23w	2008-05-15	29.05
4n23w	2008-05-16	29.03
4n23w	2008-05-17	28.95
4n23w	2008-05-18	29.22
4n23w	2008-05-19	28.96
4n23w	2008-05-20	28.88
4n23w	2008-05-21	29.11
4n23w	2008-05-22	28.65
4n23w	2008-05-23	28.85
4n23w	2008-05-24	28.69
4n23w	2008-05-25	28.8
4n23w	2008-05-26	28.88
4n23w	2008-05-27	29.06
4n23w	2008-05-28	28.93
4n23w	2008-05-29	28.86
4n23w	2008-05-30	29.05
4n23w	2008-05-31	28.99
4n23w	2008-06-01	29.07
4n23w	2008-06-02	29.49
4n23w	2008-06-03	29.13
4n23w	2008-06-04	29.11
4n23w	2008-06-05	28.91
4n23w	2008-06-06	29.00
4n23w	2008-06-07	29.19
4n23w	2008-06-08	29.23
4n23w	2008-06-09	29.2
4n23w	2008-06-10	29.17
4n23w	2008-06-11	29.16
4n23w	2008-06-12	29.29
4n23w	2008-06-13	29.09
4n23w	2008-06-14	29.18
4n23w	2008-06-15	29.14
4n23w	2008-06-16	29.13
4n23w	2008-06-17	29.26
4n23w	2008-06-18	29.53
4n23w	2008-06-19	29.17
4n23w	2008-06-20	29.06
4n23w	2008-06-21	29.18
4n23w	2008-06-22	29.11
4n23w	2008-06-23	29.02
4n23w	2008-06-24	29.08
4n23w	2008-06-25	29.06
4n23w	2008-06-26	29.00
4n23w	2008-06-27	28.95
4n23w	2008-06-28	28.81
4n23w	2008-06-29	28.26
4n23w	2008-06-30	28.00
4n23w	2008-07-01	28.05
4n23w	2008-07-02	28.04
4n23w	2008-07-03	28.05
4n23w	2008-07-04	28.09
4n23w	2008-07-05	28.14
4n23w	2008-07-06	28.14
4n23w	2008-07-07	28.1
4n23w	2008-07-08	28.14
4n23w	2008-07-09	28.16
4n23w	2008-07-10	28.22
4n23w	2008-07-11	28.37
4n23w	2008-07-12	28.3
4n23w	2008-07-13	28.21
4n23w	2008-07-14	28.25
4n23w	2008-07-15	28.37
4n23w	2008-07-16	28.53
4n23w	2008-07-17	28.44
4n23w	2008-07-18	28.39
4n23w	2008-07-19	28.35
4n23w	2008-07-20	28.2
4n23w	2008-07-21	27.26
4n23w	2008-07-22	26.86
4n23w	2008-07-23	26.9
4n23w	2008-07-24	26.88
4n23w	2008-07-25	26.94
4n23w	2008-07-26	27.02
4n23w	2008-07-27	27.06
4n23w	2008-07-28	27.15
4n23w	2008-07-29	27.06
4n23w	2008-07-30	26.96
4n23w	2008-07-31	26.88
4n23w	2008-08-01	27.05
4n23w	2008-08-02	26.92
4n23w	2008-08-03	27.51
4n23w	2008-08-04	27.76
4n23w	2008-08-05	27.7
4n23w	2008-08-06	28.04
4n23w	2008-08-07	28.08
4n23w	2008-08-08	28.08
4n23w	2008-08-09	27.99
4n23w	2008-08-10	27.95
4n23w	2008-08-11	27.96
4n23w	2008-08-12	27.96
4n23w	2008-08-13	27.96
4n23w	2008-08-14	27.9
4n23w	2008-08-15	27.82
4n23w	2008-08-16	27.73
4n23w	2008-08-17	27.56
4n23w	2008-08-18	27.36
4n23w	2008-08-19	27.42
4n23w	2008-08-20	27.53
4n23w	2008-08-21	27.53
4n23w	2008-08-22	27.57
4n23w	2008-08-23	27.78
4n23w	2008-08-24	27.81
4n23w	2008-08-25	27.82
4n23w	2008-08-26	27.81
4n23w	2008-08-27	27.88
4n23w	2008-08-28	27.98
4n23w	2008-08-29	27.92
4n23w	2008-08-30	27.86
4n23w	2008-08-31	27.83
4n23w	2008-09-01	27.84
4n23w	2008-09-02	27.84
4n23w	2008-09-03	27.9
4n23w	2008-09-04	27.94
4n23w	2008-09-05	27.88
4n23w	2008-09-06	27.48
4n23w	2008-09-07	27.53
4n23w	2008-09-08	27.64
4n23w	2008-09-09	27.42
4n23w	2008-09-10	27.62
4n23w	2008-09-11	27.73
4n23w	2008-09-12	27.62
4n23w	2008-09-13	27.54
4n23w	2008-09-14	27.69
4n23w	2008-09-15	27.8
4n23w	2008-09-16	27.81
4n23w	2008-09-17	27.79
4n23w	2008-09-18	27.79
4n23w	2008-09-19	27.87
4n23w	2008-09-20	27.79
4n23w	2008-09-21	27.8
4n23w	2008-09-22	27.98
4n23w	2008-09-23	28.01
4n23w	2008-09-24	27.9
4n23w	2008-09-25	27.99
4n23w	2008-09-26	27.92
4n23w	2008-09-27	27.86
4n23w	2008-09-28	27.82
4n23w	2008-09-29	27.78
4n23w	2008-09-30	27.91
4n23w	2008-10-01	28.01
4n23w	2008-10-02	27.98
4n23w	2008-10-03	28.21
4n23w	2008-10-04	28.19
4n23w	2008-10-05	28.14
4n23w	2008-10-06	27.88
4n23w	2008-10-07	27.93
4n23w	2008-10-08	28.02
4n23w	2008-10-09	28.02
4n23w	2008-10-10	28.09
4n23w	2008-10-11	27.99
4n23w	2008-10-12	28.32
4n23w	2008-10-13	28.2
4n23w	2008-10-14	28.15
4n23w	2008-10-15	28.57
4n23w	2008-10-16	28.38
4n23w	2008-10-17	28.46
4n23w	2008-10-18	28.36
4n23w	2008-10-19	28.18
4n23w	2008-10-20	28.31
4n23w	2008-10-21	28.44
4n23w	2008-10-22	28.39
4n23w	2008-10-23	28.42
4n23w	2008-10-24	28.05
4n23w	2008-10-25	28.18
4n23w	2008-10-26	27.92
4n23w	2008-10-27	28.24
4n23w	2008-10-28	28.08
4n23w	2008-10-29	28.33
4n23w	2008-10-30	28.24
4n23w	2008-10-31	28.33
4n23w	2008-11-01	28.48
4n23w	2008-11-02	28.81
4n23w	2008-11-03	28.85
4n23w	2008-11-04	29.14
4n23w	2008-11-05	29.02
4n23w	2008-11-06	29.11
4n23w	2008-11-07	29.11
4n23w	2008-11-08	29.11
4n23w	2008-11-09	28.83
4n23w	2008-11-10	28.72
4n23w	2008-11-11	28.91
4n23w	2008-11-12	28.94
4n23w	2008-11-13	28.94
4n23w	2008-11-14	28.77
4n23w	2008-11-15	28.71
4n23w	2008-11-16	28.49
4n23w	2008-11-17	28.46
4n23w	2008-11-18	28.48
4n23w	2008-11-19	28.49
4n23w	2008-11-20	28.59
4n23w	2008-11-21	28.5
4n23w	2008-11-22	28.44
4n23w	2008-11-23	28.43
4n23w	2008-11-24	28.5
4n23w	2008-11-25	28.51
4n23w	2008-11-26	28.43
4n23w	2008-11-27	28.09
4n23w	2008-11-28	27.99
4n23w	2008-11-29	28.06
4n23w	2008-11-30	27.78
4n23w	2008-12-01	27.71
4n23w	2008-12-02	28.08
4n23w	2008-12-03	28.25
4n23w	2008-12-04	28.33
4n23w	2008-12-05	28.54
4n23w	2008-12-06	28.53
4n23w	2008-12-07	28.02
4n23w	2008-12-08	28.01
4n23w	2008-12-09	28.18
4n23w	2008-12-10	28.18
4n23w	2008-12-11	28.3
4n23w	2008-12-12	28.5
4n23w	2008-12-13	28.6
4n23w	2008-12-14	28.51
4n23w	2008-12-15	28.29
4n23w	2008-12-16	28.31
4n23w	2008-12-17	28.23
4n23w	2008-12-18	28.28
4n23w	2008-12-19	28.02
4n23w	2008-12-20	27.89
4n23w	2008-12-21	27.76
4n23w	2008-12-22	27.71
4n23w	2008-12-23	27.75
4n23w	2008-12-24	28.14
4n23w	2008-12-25	28.3
4n23w	2008-12-26	28.2
4n23w	2008-12-27	28.11
4n23w	2008-12-28	28.37
4n23w	2008-12-29	28.36
4n23w	2008-12-30	28.34
4n23w	2008-12-31	28.44
4n23w	2009-01-01	28.5
